序号,PC采集时间,PC时间戳(ms),录制相对时间(ms),Unity帧,网络对象ID,Quest位姿序号,PoseReadTime-QuestUnix(ms),PoseReadTime-PC时钟域(ms),PoseReadTime至PC观测延迟(ms),RenderPredicted-TrackingSpace位置X,RenderPredicted-TrackingSpace位置Y,RenderPredicted-TrackingSpace位置Z,RenderPredicted-TrackingSpace旋转X,RenderPredicted-TrackingSpace旋转Y,RenderPredicted-TrackingSpace旋转Z,RenderPredicted-Unity世界位置X,RenderPredicted-Unity世界位置Y,RenderPredicted-Unity世界位置Z,RenderPredicted-Unity世界旋转X,RenderPredicted-Unity世界旋转Y,RenderPredicted-Unity世界旋转Z,时钟同步有效,时钟同步状态,时钟偏移(ms),同步RTT(ms),同步年龄(ms),偏移不确定度上界(ms),同步样本数,RenderPredicted-TrackingSpace四元数X,RenderPredicted-TrackingSpace四元数Y,RenderPredicted-TrackingSpace四元数Z,RenderPredicted-TrackingSpace四元数W,RenderPredicted-Unity世界四元数X,RenderPredicted-Unity世界四元数Y,RenderPredicted-Unity世界四元数Z,RenderPredicted-Unity世界四元数W,PoseReadTime-OVR单调时钟(s),RawPoseSampleTime-OVR单调时钟(s),RawPoseSampleTime-QuestUnix估算(ms),PredictedDisplayTime代理-OVR单调时钟(s),PredictedDisplayTime代理-QuestUnix估算(ms),PredictionHorizon(ms),RawSampleAge(ms),QuestUnity帧,Quest采样阶段,RawPose有效,RenderPoseTime有效,Raw-TrackingSpace位置X,Raw-TrackingSpace位置Y,Raw-TrackingSpace位置Z,Raw-TrackingSpace四元数X,Raw-TrackingSpace四元数Y,Raw-TrackingSpace四元数Z,Raw-TrackingSpace四元数W,Raw-Unity世界位置X,Raw-Unity世界位置Y,Raw-Unity世界位置Z,Raw-Unity世界四元数X,Raw-Unity世界四元数Y,Raw-Unity世界四元数Z,Raw-Unity世界四元数W
54,2026-08-29 17:31:02.410,1787995862410.280,1197.610,27291,9,6505,1787995924675.080,1787995862377.480,32.802,0.184443,1.124979,0.178706,341.455200,82.335587,10.765137,0.571472,1.124979,1.003888,341.455200,176.494598,10.765139,true,Ready,62297.601,3.787,217.4,1.925,8,0.0598181449,-0.6581786,-0.1752904,-0.7297232,-0.0876299441,-0.982584238,-0.16317454,-0.0149451494,29576.686980037,,,29576.732983052,1787995924721.080,46.003,,4778,Update,false,true,,,,,,,,,,,,,,
55,2026-08-29 17:31:02.428,1787995862428.350,1215.672,27292,9,6507,1787995924694.960,1787995862397.360,30.984,0.172623,1.120771,0.176998,342.983429,80.491089,10.409809,0.570625,1.120771,1.015801,342.983429,174.650116,10.409808,true,Ready,62297.601,3.787,235.5,1.925,8,0.05449941,-0.6465644,-0.163674042,-0.7430983,-0.08274524,-0.9844698,-0.1513691,-0.03255841,29576.706859362,,,29576.760815150,1787995924748.920,53.956,,4779,Update,false,true,,,,,,,,,,,,,,
56,2026-08-29 17:31:02.455,1787995862455.910,1243.235,27293,9,6509,1787995924712.600,1787995862415.000,40.912,0.166648,1.117704,0.176443,343.842194,79.455559,10.032087,0.570505,1.117704,1.021800,343.842194,173.614594,10.032087,true,Ready,62297.601,3.787,263.0,1.925,8,0.0523428619,-0.639824569,-0.156056419,-0.7506871,-0.07863544,-0.9854373,-0.144602388,-0.0426618457,29576.724496343,,,29576.774738440,1787995924762.840,50.242,,4780,Update,false,true,,,,,,,,,,,,,,
57,2026-08-29 17:31:02.472,1787995862471.920,1259.250,27294,9,6511,1787995924730.040,1787995862432.440,39.485,0.160599,1.114870,0.175913,344.670685,78.226685,9.714376,0.570415,1.114870,1.027871,344.670685,172.385696,9.714376,true,Ready,62297.601,3.787,279.1,1.925,8,0.05017499,-0.631737351,-0.14894861,-0.759081542,-0.07490668,-0.9860773,-0.138174564,-0.0543006063,29576.741941761,,,29576.788672471,1787995924776.770,46.731,,4781,Update,false,true,,,,,,,,,,,,,,
58,2026-08-29 17:31:02.490,1787995862489.360,1276.688,27295,9,6513,1787995924750.700,1787995862453.100,36.261,0.148716,1.109661,0.175462,346.143188,75.623497,9.265099,0.570827,1.109661,1.039756,346.143188,169.782516,9.265098,true,Ready,62297.601,3.787,296.5,1.925,8,0.0458359756,-0.614301,-0.137053162,-0.7757253,-0.06915044,-0.986391664,-0.126896515,-0.07840335,29576.762597857,,,29576.816508637,1787995924804.610,53.911,,4782,Update,false,true,,,,,,,,,,,,,,
59,2026-08-29 17:31:02.506,1787995862506.320,1293.646,27296,9,6515,1787995924768.700,1787995862471.100,35.217,0.142752,1.107505,0.175795,346.745422,73.854309,9.235974,0.571591,1.107505,1.045681,346.745392,168.013336,9.235972,true,Ready,62297.601,3.787,313.5,1.925,8,0.0439113528,-0.602275133,-0.133044466,-0.785898,-0.06752551,-0.9856517,-0.122757256,-0.09413725,29576.780600098,,,29576.830429692,1787995924818.530,49.830,,4783,Update,false,true,,,,,,,,,,,,,,
60,2026-08-29 17:31:02.521,1787995862521.090,1308.421,27297,9,6517,1787995924785.840,1787995862488.240,32.856,0.136933,1.105737,0.176255,347.246613,71.866440,9.196855,0.572472,1.105737,1.051450,347.246613,166.025452,9.196854,true,Ready,62297.601,3.787,328.2,1.925,8,0.04288281,-0.5885437,-0.129481032,-0.7968765,-0.06561643,-0.9843404,-0.119577415,-0.111668974,29576.797740725,,,29576.844351256,1787995924832.450,46.611,,4784,Update,false,true,,,,,,,,,,,,,,
61,2026-08-29 17:31:02.539,1787995862538.740,1326.069,27298,9,6519,1787995924806.410,1787995862508.810,29.933,0.124996,1.101969,0.177824,348.241547,68.082878,8.870774,0.574903,1.101969,1.063242,348.241547,162.241882,8.870775,true,Ready,62297.601,3.787,345.9,1.925,8,0.0415604971,-0.5617442,-0.120913953,-0.817371368,-0.060243234,-0.9810988,-0.11277505,-0.145250916,29576.818310102,,,29576.872204746,1787995924860.300,53.895,,4785,Update,false,true,,,,,,,,,,,,,,
62,2026-08-29 17:31:02.558,1787995862559.280,1346.608,27299,9,6521,1787995924824.010,1787995862526.410,32.873,0.118967,1.099934,0.179259,348.626892,65.720291,8.723213,0.576771,1.099934,1.069151,348.626892,159.879318,8.723212,true,Ready,62297.601,3.787,366.4,1.925,8,0.0419297665,-0.5446864,-0.117175728,-0.8293543,-0.05725427,-0.9782578,-0.110499807,-0.165902466,29576.835907552,,,29576.886121333,1787995924874.220,50.214,,4786,Update,false,true,,,,,,,,,,,,,,
63,2026-08-29 17:31:02.578,1787995862578.360,1365.689,27300,9,6523,1787995924841.110,1787995862543.510,34.850,0.112777,1.097586,0.180717,349.091675,63.132942,8.560825,0.578674,1.097586,1.075219,349.091675,157.291962,8.560824,true,Ready,62297.601,3.787,385.5,1.925,8,0.04186419,-0.5257084,-0.1129243,-0.8420963,-0.0541856065,-0.974665046,-0.107556626,-0.188477188,29576.853014793,,,29576.900044721,1787995924888.140,47.030,,4787,Update,false,true,,,,,,,,,,,,,,
64,2026-08-29 17:31:02.598,1787995862598.420,1385.745,27301,9,6525,1787995924857.030,1787995862559.430,38.987,0.106534,1.095561,0.182431,349.590271,60.598232,8.256233,0.580837,1.095561,1.081322,349.590271,154.757248,8.256232,true,Ready,62297.601,3.787,405.6,1.925,8,0.04195361,-0.506768942,-0.107546806,-0.8543178,-0.05018678,-0.9707174,-0.103960134,-0.2106691,29576.868928701,,,29576.913965990,1787995924902.070,45.037,,4788,Update,false,true,,,,,,,,,,,,,,
65,2026-08-29 17:31:02.617,1787995862616.470,1403.800,27302,9,6527,1787995924875.940,1787995862578.340,38.133,0.094119,1.092322,0.186140,350.476227,55.875675,7.487694,0.585437,1.092322,1.093435,350.476227,150.034698,7.487693,true,Ready,62297.601,3.787,423.6,1.925,8,0.0426972024,-0.4706886,-0.09629767,-0.875988543,-0.0414426625,-0.9620168,-0.0968442,-0.251848161,29576.887840213,,,29576.941810430,1787995924929.910,53.970,,4789,Update,false,true,,,,,,,,,,,,,,
66,2026-08-29 17:31:02.633,1787995862633.400,1420.725,27303,9,6529,1787995924892.520,1787995862594.920,38.480,0.087737,1.091590,0.188127,350.793823,53.539230,6.987043,0.587882,1.091590,1.099656,350.793823,147.698257,6.987043,true,Ready,62297.601,3.787,440.5,1.925,8,0.04416129,-0.452483237,-0.09030838,-0.886088669,-0.0360596962,-0.9570156,-0.09383775,-0.27205798,29576.904417611,,,29576.955733048,1787995924943.830,51.315,,4790,Update,false,true,,,,,,,,,,,,,,
67,2026-08-29 17:31:02.651,1787995862650.790,1438.116,27304,9,6531,1787995924910.300,1787995862612.700,38.085,0.081747,1.090827,0.189885,351.101868,51.280579,6.880720,0.590069,1.090827,1.105503,351.101868,145.439606,6.880720,true,Ready,62297.601,3.787,457.9,1.925,8,0.043919,-0.4348351,-0.0874440745,-0.8951777,-0.03412716,-0.951653361,-0.09170978,-0.291171163,29576.922201363,,,29576.969653551,1787995924957.760,47.452,,4791,Update,false,true,,,,,,,,,,,,,,
68,2026-08-29 17:31:02.674,1787995862673.940,1461.264,27305,9,6535,1787995924940.720,1787995862643.120,30.819,0.070350,1.088332,0.193891,351.687256,46.790314,7.607251,0.594891,1.088332,1.116579,351.687256,140.949341,7.607251,true,Ready,62297.601,3.787,481.1,1.925,8,0.0401024632,-0.399566382,-0.0894390047,-0.9114489,-0.0381870419,-0.939551353,-0.09027344,-0.3280788,29576.952620532,,,29576.997502751,1787995924985.600,44.882,,4793,Update,false,true,,,,,,,,,,,,,,
69,2026-08-29 17:31:02.694,1787995862693.970,1481.296,27306,9,6537,1787995924954.090,1787995862656.490,37.481,0.064578,1.087011,0.196315,352.054169,44.465843,8.163660,0.597727,1.087011,1.122160,352.054169,138.624863,8.163659,true,Ready,62297.601,3.787,501.1,1.925,8,0.037102744,-0.3810711,-0.09187968,-0.919220448,-0.042017106,-0.932647467,-0.0897388,-0.3469152,29576.965987877,,,29577.011431400,1787995924999.530,45.444,,4794,Update,false,true,,,,,,,,,,,,,,
70,2026-08-29 17:31:02.712,1787995862712.240,1499.562,27307,9,6541,1787995924981.650,1787995862684.040,28.190,0.052798,1.084453,0.202292,352.896698,39.787285,8.796654,0.604542,1.084453,1.133476,352.896667,133.946304,8.796653,true,Ready,62297.601,3.787,519.4,1.925,8,0.0320346169,-0.343088776,-0.09299245,-0.9341393,-0.04628329,-0.917707264,-0.0867852,-0.384889126,29576.993544078,,,29577.039266596,1787995925027.370,45.723,,4796,Update,false,true,,,,,,,,,,,,,,
71,2026-08-29 17:31:02.731,1787995862731.170,1518.500,27308,9,6543,1787995924992.170,1787995862694.570,36.601,0.046663,1.083387,0.205857,353.362823,37.485493,8.670760,0.608543,1.083387,1.139336,353.362823,131.644516,8.670761,true,Ready,62297.601,3.787,538.3,1.925,8,0.0304120779,-0.324006855,-0.09001303,-0.9412716,-0.04520639,-0.9099358,-0.0835680738,-0.403719723,29577.004071006,,,29577.053188656,1787995925041.290,49.118,,4797,Update,false,true,,,,,,,,,,,,,,
72,2026-08-29 17:31:02.752,1787995862751.890,1539.212,27309,9,6547,1787995925016.330,1787995862718.730,33.156,0.034536,1.081523,0.213183,354.425079,32.630711,8.609609,0.616729,1.081523,1.150899,354.425079,126.789734,8.609609,true,Ready,62297.601,3.787,559.0,1.925,8,0.0254792534,-0.28330332,-0.0855774656,-0.95486474,-0.0453173965,-0.8921716,-0.0769352242,-0.442783654,29577.028230956,,,29577.081033947,1787995925069.130,52.803,,4799,Update,false,true,,,,,,,,,,,,,,
73,2026-08-29 17:31:02.771,1787995862771.040,1558.364,27310,9,6549,1787995925028.130,1787995862730.530,40.508,0.028639,1.080477,0.217022,355.049835,30.021175,8.705586,0.620987,1.080477,1.156503,355.049835,124.180206,8.705585,true,Ready,62297.601,3.787,578.2,1.925,8,0.021952169,-0.261175364,-0.08439189,-0.961344659,-0.0468510874,-0.8818481,-0.07354499,-0.463400632,29577.040027937,,,29577.094957491,1787995925083.060,54.930,,4800,Update,false,true,,,,,,,,,,,,,,
74,2026-08-29 17:31:02.796,1787995862796.050,1583.379,27311,9,6553,1787995925055.910,1787995862758.310,37.739,0.017428,1.077814,0.225557,356.148834,24.664839,8.887354,0.630311,1.077814,1.167065,356.148834,118.823845,8.887353,true,Ready,62297.601,3.787,603.2,1.925,8,0.0161886439,-0.215364248,-0.08280364,-0.9728822,-0.04961287,-0.859100461,-0.06824279,-0.504804969,29577.067811950,,,29577.122800539,1787995925110.900,54.989,,4802,Update,false,true,,,,,,,,,,,,,,
75,2026-08-29 17:31:02.813,1787995862813.400,1600.724,27312,9,6557,1787995925084.460,1787995862786.860,26.536,0.006790,1.075238,0.234725,356.859344,19.863194,8.320383,0.640227,1.075238,1.177010,356.859344,114.022217,8.320383,true,Ready,62297.601,3.787,620.5,1.925,8,0.0144147538,-0.173911512,-0.07614524,-0.981707156,-0.0459449179,-0.837334335,-0.0624095164,-0.541170359,29577.096359192,,,29577.150646978,1787995925138.750,54.288,,4804,Update,false,true,,,,,,,,,,,,,,
76,2026-08-29 17:31:02.828,1787995862828.930,1616.254,27313,9,6559,1787995925098.220,1787995862800.620,28.311,0.001965,1.074431,0.239496,357.123688,17.683607,7.951939,0.645335,1.074431,1.181477,357.123688,111.842628,7.951939,true,Ready,62297.601,3.787,636.1,1.925,8,0.0140857268,-0.155008137,-0.07234097,-0.985160351,-0.0433831178,-0.826990247,-0.05957793,-0.5573649,29577.110114767,,,29577.164568098,1787995925152.670,54.453,,4805,Update,false,true,,,,,,,,,,,,,,
77,2026-08-29 17:31:02.853,1787995862853.270,1640.600,27314,9,6561,1787995925112.070,1787995862814.470,38.799,-0.002461,1.073654,0.244429,357.305054,15.663106,7.646975,0.650577,1.073654,1.185533,357.305054,109.822121,7.646975,true,Ready,62297.601,3.787,660.4,1.925,8,0.0141607951,-0.137473762,-0.0692398548,-0.9879809,-0.04106105,-0.8171151,-0.0575210936,-0.5721261,29577.123971747,,,29577.178490969,1787995925166.590,54.519,,4806,Update,false,true,,,,,,,,,,,,,,
78,2026-08-29 17:31:02.868,1787995862868.190,1655.519,27315,9,6565,1787995925140.190,1787995862842.590,25.601,-0.010158,1.071802,0.254888,357.559601,12.057138,7.330739,0.661566,1.071802,1.192452,357.559601,106.216156,7.330739,true,Ready,62297.601,3.787,675.3,1.925,8,0.014421327,-0.106139585,-0.0657931,-0.9920674,-0.03835957,-0.7987696,-0.0553647,-0.5978549,29577.152089979,,,29577.206336256,1787995925194.440,54.246,,4808,Update,false,true,,,,,,,,,,,,,,
79,2026-08-29 17:31:02.888,1787995862888.020,1675.352,27316,9,6567,1787995925153.740,1787995862856.140,31.884,-0.013881,1.070415,0.260622,357.670380,10.550727,7.143961,0.667555,1.070415,1.195749,357.670380,104.709747,7.143961,true,Ready,62297.601,3.787,695.2,1.925,8,0.0144758867,-0.09300599,-0.06389114,-0.9935081,-0.03692962,-0.7908809,-0.0541094542,-0.6084537,29577.165639251,,,29577.220260611,1787995925208.360,54.621,,4809,Update,false,true,,,,,,,,,,,,,,
80,2026-08-29 17:31:02.905,1787995862905.490,1692.815,27317,9,6569,1787995925168.200,1787995862870.600,34.889,-0.017498,1.068818,0.266737,357.780487,9.121812,6.930422,0.673916,1.068818,1.198913,357.780487,103.280830,6.930423,true,Ready,62297.601,3.787,712.6,1.925,8,0.0144657642,-0.08052544,-0.0617770627,-0.994731069,-0.0353883728,-0.783277452,-0.0526623875,-0.618426,29577.180097378,,,29577.234181029,1787995925222.280,54.084,,4810,Update,false,true,,,,,,,,,,,,,,
81,2026-08-29 17:31:02.921,1787995862921.000,1708.330,27318,9,6571,1787995925190.350,1787995862892.750,28.255,-0.021218,1.067092,0.273697,357.893402,7.956270,6.640781,0.681128,1.067092,1.202119,357.893402,102.115288,6.640781,true,Ready,62297.601,3.787,728.1,1.925,8,0.0142898345,-0.07030975,-0.0590431578,-0.9956738,-0.03350614,-0.7770111,-0.0506718121,-0.626548946,29577.202247068,,,29577.248103922,1787995925236.210,45.857,,4811,Update,false,true,,,,,,,,,,,,,,
82,2026-08-29 17:31:02.936,1787995862936.540,1723.865,27319,9,6575,1787995925209.010,1787995862911.410,25.126,-0.028880,1.064217,0.287893,358.156555,5.106087,6.210782,0.695842,1.064217,1.208730,358.156555,99.265099,6.210782,true,Ready,62297.601,3.787,743.7,1.925,8,0.0136339944,-0.0453436859,-0.0548274964,-0.9973726,-0.030865632,-0.761253655,-0.04732075,-0.645988464,29577.220910767,,,29577.275950140,1787995925264.050,55.039,,4813,Update,false,true,,,,,,,,,,,,,,
83,2026-08-29 17:31:02.971,1787995862970.930,1758.258,27321,9,6579,1787995925237.630,1787995862940.030,30.901,-0.036903,1.060798,0.304241,358.422668,2.356247,5.703546,0.712728,1.060798,1.215546,358.422668,96.515266,5.703547,true,Ready,62297.601,3.787,778.1,1.925,8,0.0127216354,-0.02121795,-0.05001971,-0.9984418,-0.0279661939,-0.745607436,-0.04337861,-0.6643838,29577.249527385,,,29577.303792513,1787995925291.900,54.265,,4815,Update,false,true,,,,,,,,,,,,,,
84,2026-08-29 17:31:02.986,1787995862986.670,1773.995,27322,9,6581,1787995925251.050,1787995862953.440,33.224,-0.041083,1.058699,0.312884,358.637146,0.989112,5.446384,0.721652,1.058699,1.219089,358.637146,95.148132,5.446384,true,Ready,62297.601,3.787,793.8,1.925,8,0.0114689777,-0.009186186,-0.0476081856,-0.998758,-0.0270532724,-0.737645566,-0.0408190824,-0.67341,29577.262942907,,,29577.317714883,1787995925305.820,54.772,,4816,Update,false,true,,,,,,,,,,,,,,
85,2026-08-29 17:31:03.002,1787995863002.900,1790.224,27323,9,6583,1787995925265.590,1787995862967.990,34.910,-0.045428,1.056315,0.321661,358.875214,359.601135,5.196831,0.730721,1.056315,1.222786,358.875214,93.760139,5.196831,true,Ready,62297.601,3.787,810.0,1.925,8,0.009963145,0.00303209573,-0.0452987663,-0.9989192,-0.0263875313,-0.729443133,-0.038143687,-0.6824672,29577.277484783,,,29577.331638759,1787995925319.740,54.154,,4817,Update,false,true,,,,,,,,,,,,,,
86,2026-08-29 17:31:03.019,1787995863019.020,1806.352,27324,9,6587,1787995925292.810,1787995862995.200,23.820,-0.054105,1.050897,0.339822,359.576294,356.570984,4.987780,0.749464,1.050897,1.230123,359.576294,90.730003,4.987780,true,Ready,62297.601,3.787,826.2,1.925,8,0.00499415724,0.0297300015,-0.04338256,-0.998603642,-0.0283680875,-0.711031258,-0.0331999958,-0.7018032,29577.304701974,,,29577.359484493,1787995925347.590,54.783,,4819,Update,false,true,,,,,,,,,,,,,,
87,2026-08-29 17:31:03.054,1787995863054.420,1841.747,27326,9,6591,1787995925321.160,1787995863023.560,30.862,-0.062737,1.045759,0.359285,0.381529,353.451843,4.758164,0.769502,1.045759,1.237320,0.381529,87.610870,4.758164,true,Ready,62297.601,3.787,861.6,1.925,8,-0.000950394431,0.0572007447,-0.0416328833,-0.9974938,-0.0311349388,-0.691511452,-0.0276553053,-0.7211642,29577.333057393,,,29577.387328273,1787995925375.430,54.271,,4821,Update,false,true,,,,,,,,,,,,,,
88,2026-08-29 17:31:03.072,1787995863071.970,1859.301,27327,9,6593,1787995925334.390,1787995863036.790,35.185,-0.067208,1.043413,0.369541,0.674823,352.000732,4.512921,0.780055,1.043413,1.241035,0.674823,86.159737,4.512921,true,Ready,62297.601,3.787,879.1,1.925,8,-0.003123817,0.0699262246,-0.03968635,-0.9967576,-0.0311895572,-0.682306468,-0.0247381516,-0.7299818,29577.346287759,,,29577.401250982,1787995925389.350,54.963,,4822,Update,false,true,,,,,,,,,,,,,,
89,2026-08-29 17:31:03.089,1787995863088.880,1876.209,27328,9,6597,1787995925363.010,1787995863065.410,23.469,-0.076149,1.038172,0.390298,0.879845,349.330170,3.877109,0.801406,1.038172,1.248448,0.879844,83.489182,3.877109,true,Ready,62297.601,3.787,896.0,1.925,8,-0.0044952617,0.0931801051,-0.03439365,-0.9950449,-0.028247647,-0.6652168,-0.020129608,-0.745844245,29577.374911043,,,29577.429094874,1787995925417.200,54.184,,4824,Update,false,true,,,,,,,,,,,,,,
90,2026-08-29 17:31:03.107,1787995863107.340,1894.665,27329,9,6599,1787995925376.250,1787995863078.650,28.689,-0.080739,1.035383,0.400783,0.865505,348.077759,3.554742,0.812196,1.035383,1.252265,0.865505,82.236786,3.554742,true,Ready,62297.601,3.787,914.5,1.925,8,-0.004287397,0.104033642,-0.03163142,-0.99406147,-0.0260833167,-0.657105565,-0.0184007976,-0.753122568,29577.388150888,,,29577.443017831,1787995925431.120,54.867,,4825,Update,false,true,,,,,,,,,,,,,,
91,2026-08-29 17:31:03.148,1787995863148.440,1935.764,27331,9,6603,1787995925404.760,1787995863107.160,41.279,-0.090042,1.030775,0.421382,1.071460,345.634094,2.963362,0.833416,1.030775,1.260050,1.071460,79.793121,2.963362,true,Ready,62297.601,3.787,955.6,1.925,8,-0.006040624,0.125230551,-0.0268220119,-0.9917466,-0.0237553045,-0.6409756,-0.0138417836,-0.7670687,29577.416656724,,,29577.470861348,1787995925458.960,54.205,,4827,Update,false,true,,,,,,,,,,,,,,
92,2026-08-29 17:31:03.163,1787995863163.800,1951.128,27332,9,6607,1787995925432.030,1787995863134.430,29.370,-0.100563,1.026761,0.440841,1.412846,343.250488,2.282997,0.853586,1.026761,1.269132,1.412845,77.409508,2.282997,true,Ready,62297.601,3.787,970.9,1.925,8,-0.009293896,0.145850226,-0.0215030052,-0.9890294,-0.0220756214,-0.6249442,-0.007837262,-0.7803181,29577.443929019,,,29577.498706629,1787995925486.810,54.778,,4829,Update,false,true,,,,,,,,,,,,,,
93,2026-08-29 17:31:03.182,1787995863182.270,1969.592,27333,9,6609,1787995925446.570,1787995863148.970,33.296,-0.106801,1.025145,0.449302,1.791229,342.304352,1.858113,0.862477,1.025145,1.274740,1.791229,76.463379,1.858113,true,Ready,62297.601,3.787,989.4,1.925,8,-0.0129491147,0.154021949,-0.0184233449,-0.987810731,-0.02230953,-0.618486941,-0.00306335185,-0.785472333,29577.458467197,,,29577.512632324,1787995925500.740,54.165,,4830,Update,false,true,,,,,,,,,,,,,,
94,2026-08-29 17:31:03.201,1787995863201.120,1988.445,27334,9,6611,1787995925467.770,1787995863170.170,30.944,-0.113418,1.025457,0.458570,2.217737,341.260712,1.448922,0.872200,1.025457,1.280668,2.217737,75.419724,1.448922,true,Ready,62297.601,3.787,1008.3,1.925,8,-0.0170344058,0.163001239,-0.01562322,-0.986355066,-0.0230410136,-0.6113062,0.00183514133,-0.7910566,29577.479671783,,,29577.526550761,1787995925514.650,46.879,,4831,Update,false,true,,,,,,,,,,,,,,
95,2026-08-29 17:31:03.218,1787995863218.790,2006.113,27335,9,6613,1787995925475.340,1787995863177.740,41.043,-0.119953,1.025848,0.467880,2.364537,340.054016,1.317712,0.881961,1.025848,1.286510,2.364537,74.213028,1.317712,true,Ready,62297.601,3.787,1025.9,1.925,8,-0.01832888,0.173369378,-0.014895862,-0.9845736,-0.0233898833,-0.602941155,0.00327840354,-0.797436,29577.487244075,,,29577.540473161,1787995925528.570,53.229,,4832,Update,false,true,,,,,,,,,,,,,,
